BildeKrarup/B/B1.3_ls:  Facilities: 7
BildeKrarup/B/B1.3_ls:  Facilities: 6
BildeKrarup/B/B1.3_ls:  Facilities: 5
BildeKrarup/B/B1.3_ls:  Facilities: 8
BildeKrarup/B/B1.3_ls:  Facilities: 4
BildeKrarup/B/B1.3_ls:  Facilities: 4
BildeKrarup/B/B1.3_ls:  Facilities: 9
BildeKrarup/B/B1.3_ls:  Facilities: 4
BildeKrarup/B/B1.3_ls:  Facilities: 3
BildeKrarup/B/B1.3_ls:  Facilities: 10
BildeKrarup/B/B1.9_ls:  Facilities: 4
BildeKrarup/B/B1.9_ls:  Facilities: 4
BildeKrarup/B/B1.9_ls:  Facilities: 5
BildeKrarup/B/B1.9_ls:  Facilities: 5
BildeKrarup/B/B1.9_ls:  Facilities: 6
BildeKrarup/B/B1.9_ls:  Facilities: 6
BildeKrarup/B/B1.9_ls:  Facilities: 3
BildeKrarup/B/B1.9_ls:  Facilities: 7
BildeKrarup/B/B1.9_ls:  Facilities: 7
BildeKrarup/B/B1.9_ls:  Facilities: 8
BildeKrarup/B/B1.6_ls:  Facilities: 5
BildeKrarup/B/B1.6_ls:  Facilities: 6
BildeKrarup/B/B1.6_ls:  Facilities: 4
BildeKrarup/B/B1.6_ls:  Facilities: 7
BildeKrarup/B/B1.6_ls:  Facilities: 3
BildeKrarup/B/B1.6_ls:  Facilities: 8
BildeKrarup/B/B1.6_ls:  Facilities: 3
BildeKrarup/B/B1.6_ls:  Facilities: 9
BildeKrarup/B/B1.6_ls:  Facilities: 10
BildeKrarup/B/B1.6_ls:  Facilities: 2
BildeKrarup/B/B1.3:  Facilities: 7
BildeKrarup/B/B1.3:  Facilities: 6
BildeKrarup/B/B1.3:  Facilities: 5
BildeKrarup/B/B1.3:  Facilities: 4
BildeKrarup/B/B1.3:  Facilities: 5
BildeKrarup/B/B1.3:  Facilities: 5
BildeKrarup/B/B1.3:  Facilities: 5
BildeKrarup/B/B1.3:  Facilities: 4
BildeKrarup/B/B1.3:  Facilities: 6
BildeKrarup/B/B1.3:  Facilities: 5
BildeKrarup/B/B1.8_ls:  Facilities: 5
BildeKrarup/B/B1.8_ls:  Facilities: 6
BildeKrarup/B/B1.8_ls:  Facilities: 6
BildeKrarup/B/B1.8_ls:  Facilities: 6
BildeKrarup/B/B1.8_ls:  Facilities: 4
BildeKrarup/B/B1.8_ls:  Facilities: 7
BildeKrarup/B/B1.8_ls:  Facilities: 4
BildeKrarup/B/B1.8_ls:  Facilities: 8
BildeKrarup/B/B1.8_ls:  Facilities: 8
BildeKrarup/B/B1.8_ls:  Facilities: 9
BildeKrarup/B/B1.6:  Facilities: 5
BildeKrarup/B/B1.6:  Facilities: 4
BildeKrarup/B/B1.6:  Facilities: 7
BildeKrarup/B/B1.6:  Facilities: 6
BildeKrarup/B/B1.6:  Facilities: 3
BildeKrarup/B/B1.6:  Facilities: 4
BildeKrarup/B/B1.6:  Facilities: 5
BildeKrarup/B/B1.6:  Facilities: 4
BildeKrarup/B/B1.6:  Facilities: 6
BildeKrarup/B/B1.6:  Facilities: 6
BildeKrarup/B/B1.1_ls:  Facilities: 5
BildeKrarup/B/B1.1_ls:  Facilities: 6
BildeKrarup/B/B1.1_ls:  Facilities: 6
BildeKrarup/B/B1.1_ls:  Facilities: 4
BildeKrarup/B/B1.1_ls:  Facilities: 7
BildeKrarup/B/B1.1_ls:  Facilities: 8
BildeKrarup/B/B1.1_ls:  Facilities: 3
BildeKrarup/B/B1.1_ls:  Facilities: 9
BildeKrarup/B/B1.1_ls:  Facilities: 2
BildeKrarup/B/B1.1_ls:  Facilities: 1
BildeKrarup/B/B1.5:  Facilities: 5
BildeKrarup/B/B1.5:  Facilities: 4
BildeKrarup/B/B1.5:  Facilities: 3
BildeKrarup/B/B1.5:  Facilities: 3
BildeKrarup/B/B1.5:  Facilities: 4
BildeKrarup/B/B1.5:  Facilities: 7
BildeKrarup/B/B1.5:  Facilities: 6
BildeKrarup/B/B1.5:  Facilities: 6
BildeKrarup/B/B1.5:  Facilities: 4
BildeKrarup/B/B1.5:  Facilities: 7
BildeKrarup/B/B1.4:  Facilities: 6
BildeKrarup/B/B1.4:  Facilities: 5
